StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q5,Q6,Q7,Q14,Q15,Q15_3_TEXT,Q16,Q17,severe,nonSev,Q18,severity,c,n
2022-03-05 17:08:21,2022-03-05 17:08:59,IP Address,100,38,True,2022-03-05 17:09:00,R_1k1fIuhTbBqdd61,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,33,Female,,Yes,Yes,90,,1988,2,high,
2022-03-05 17:06:18,2022-03-05 17:09:11,IP Address,100,173,True,2022-03-05 17:09:12,R_cLLvbWOJ6Z6RzIB,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,65,Female,,Yes,Yes,,15,1957,1,,low
2022-03-05 17:05:42,2022-03-05 17:09:14,IP Address,100,212,True,2022-03-05 17:09:15,R_3fuzc8mHzQIllCx,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,21,Female,,No,Yes,,90,2000,1,,high
2022-03-05 17:06:33,2022-03-05 17:09:31,IP Address,100,177,True,2022-03-05 17:09:31,R_1IWqtwMfHjeOuVZ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,34,Male,,Yes,Yes,70,,1987,2,medium,
2022-03-05 17:07:56,2022-03-05 17:09:46,IP Address,100,110,True,2022-03-05 17:09:46,R_1jWnZd5v0kxxLQt,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,28,Female,,Yes,Yes,,90,1993,1,,high
2022-03-05 17:08:30,2022-03-05 17:10:19,IP Address,100,109,True,2022-03-05 17:10:20,R_Xu1gtYJA2ulaLJf,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,18,Male,,Yes,Yes,80,,2003,2,high,
2022-03-05 17:09:12,2022-03-05 17:10:42,IP Address,100,89,True,2022-03-05 17:10:42,R_2R8tS54aSysSSMJ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,27,Female,,Yes,Yes,65,,1995,2,medium,
2022-03-05 17:09:50,2022-03-05 17:10:56,IP Address,100,65,True,2022-03-05 17:10:56,R_2ZDLx5x1TjAMMtI,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,25,Female,,Yes,Yes,,80,1997,1,,low
2022-03-05 17:09:52,2022-03-05 17:10:59,IP Address,100,67,True,2022-03-05 17:10:59,R_3lF9Z2t48vx2zqd,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,28,Male,,Yes,Yes,80,,1993,2,medium,
2022-03-05 17:09:00,2022-03-05 17:11:13,IP Address,100,133,True,2022-03-05 17:11:13,R_Bx1OVFevLgmN6y5,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,37,Female,,No,Yes,,70,1984,1,,low
2022-03-05 17:07:58,2022-03-05 17:11:13,IP Address,100,195,True,2022-03-05 17:11:13,R_NVdMYPMEvMBH6eZ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,46,Male,,Yes,Yes,,80,1976,1,,high
2022-03-05 17:09:26,2022-03-05 17:11:23,IP Address,100,116,True,2022-03-05 17:11:23,R_3CIqBX85Lt4duxn,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,22,Female,,Yes,Yes,90,,1999,2,high,
2022-03-05 17:09:48,2022-03-05 17:11:34,IP Address,100,106,True,2022-03-05 17:11:34,R_BtDLPSfsfHtyMPT,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,32,Female,,Yes,Yes,90,,1989,2,high,
2022-03-05 17:09:10,2022-03-05 17:11:52,IP Address,100,162,True,2022-03-05 17:11:52,R_2CKCKl3pp1CnGn8,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,24,Female,,No,Yes,,80,1997,1,,high
2022-03-05 17:10:53,2022-03-05 17:12:19,IP Address,100,85,True,2022-03-05 17:12:19,R_2rYCG7psot1VyD0,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,23,Female,,Yes,Yes,,20,1998,1,,low
2022-03-05 17:11:36,2022-03-05 17:12:47,IP Address,100,71,True,2022-03-05 17:12:47,R_oXEC2vXUGf5FXEJ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,36,Female,,Yes,Yes,50,,1985,2,medium,
2022-03-05 17:11:48,2022-03-05 17:13:20,IP Address,100,92,True,2022-03-05 17:13:20,R_esUE9zSMsdLyfAZ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,33,Female,,Yes,Yes,,85,1988,1,,high
2022-03-05 17:11:53,2022-03-05 17:13:25,IP Address,100,91,True,2022-03-05 17:13:25,R_3fJNjpKg3q1Hwru,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,33,Male,,Yes,Yes,50,,1988,2,medium,
2022-03-05 17:12:15,2022-03-05 17:13:45,IP Address,100,90,True,2022-03-05 17:13:46,R_stawp0st9d6Wk1P,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,19,Female,,Yes,Yes,,15,2002,1,,low
2022-03-05 17:12:39,2022-03-05 17:13:50,IP Address,100,70,True,2022-03-05 17:13:50,R_1OxJdsY9qFYyimZ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,27,Female,,Yes,Yes,,10,1994,1,,low
2022-03-05 17:11:39,2022-03-05 17:13:55,IP Address,100,135,True,2022-03-05 17:13:55,R_YaJBk1t4qPtbenf,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,23,Female,,Yes,Yes,,60,1998,1,,high
2022-03-05 17:11:49,2022-03-05 17:14:00,IP Address,100,130,True,2022-03-05 17:14:00,R_20SaxnbPgTVKygf,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,70,Female,,Yes,Yes,,95,1951,1,,high
2022-03-05 17:11:28,2022-03-05 17:14:03,IP Address,100,154,True,2022-03-05 17:14:03,R_21dlGJhQC6hKNBB,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,42,Female,,Yes,Yes,,80,1979,1,,low
2022-03-05 17:12:18,2022-03-05 17:14:05,IP Address,100,106,True,2022-03-05 17:14:06,R_2tcnyCIDabShSP9,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,51,Female,,Yes,Yes,50,,1971,2,medium,
2022-03-05 17:12:56,2022-03-05 17:14:12,IP Address,100,75,True,2022-03-05 17:14:12,R_2Vejq7q0uE15O3Y,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,35,Female,,Yes,Yes,90,,1986,2,high,
2022-03-05 17:12:23,2022-03-05 17:14:15,IP Address,100,111,True,2022-03-05 17:14:15,R_1Cmrci7zJk48GyA,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,39,Female,,Yes,Yes,,10,1982,1,,low
2022-03-05 17:12:21,2022-03-05 17:14:18,IP Address,100,117,True,2022-03-05 17:14:19,R_1H2j1Q8PcML2bnW,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,44,Female,,Yes,Yes,90,,1977,2,high,
2022-03-05 17:11:15,2022-03-05 17:14:21,IP Address,100,186,True,2022-03-05 17:14:21,R_0D4GtcaSrjRGEed,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,39,Male,,No,Yes,25,,1983,2,low,
2022-03-05 17:12:13,2022-03-05 17:14:35,IP Address,100,141,True,2022-03-05 17:14:35,R_3m1qhUMVg2aHk70,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,35,Female,,Yes,Yes,30,,1986,2,low,
2022-03-05 17:13:11,2022-03-05 17:14:38,IP Address,100,87,True,2022-03-05 17:14:38,R_9p1szuoRnPPsbcJ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,33,Female,,Yes,Yes,,45,1988,1,,medium
2022-03-05 17:13:24,2022-03-05 17:14:44,IP Address,100,80,True,2022-03-05 17:14:44,R_2s7GyiqTQCpuWVW,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,28,Female,,Yes,Yes,50,,1994,2,medium,
2022-03-05 17:14:17,2022-03-05 17:15:44,IP Address,100,87,True,2022-03-05 17:15:44,R_Ck8hFrsaYdTp3Xj,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,33,Male,,Yes,Yes,20,,1988,2,low,
2022-03-05 17:14:18,2022-03-05 17:15:58,IP Address,100,100,True,2022-03-05 17:15:59,R_e8m6ndrwZD5ovJv,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,32,Female,,Yes,Yes,99,,1989,2,high,
2022-03-05 17:14:42,2022-03-05 17:16:06,IP Address,100,83,True,2022-03-05 17:16:07,R_31GzAcjqdx7EYfz,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,31,Female,,Yes,Yes,75,,1990,2,medium,
2022-03-05 17:13:58,2022-03-05 17:16:11,IP Address,100,133,True,2022-03-05 17:16:12,R_3G9g5OX6vhw6NtC,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,51,Female,,Yes,Yes,,90,1970,1,,high
2022-03-05 17:14:15,2022-03-05 17:16:13,IP Address,100,117,True,2022-03-05 17:16:13,R_2YhTi70t0ezbSL2,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,42,Female,,Yes,Yes,,50,1979,1,,medium
2022-03-05 17:14:44,2022-03-05 17:16:15,IP Address,100,90,True,2022-03-05 17:16:15,R_2Sc0nCF4oWjYG9E,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,33,Female,,Yes,Yes,,80,1988,1,,high
2022-03-05 17:14:25,2022-03-05 17:16:18,IP Address,100,112,True,2022-03-05 17:16:18,R_2ahME2WqZB1TjFu,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,21,Female,,Yes,Yes,,40,2000,1,,low
2022-03-05 17:14:36,2022-03-05 17:16:29,IP Address,100,112,True,2022-03-05 17:16:29,R_yTOnasimGhEhJL3,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,48,Female,,Yes,Yes,95,,1973,2,high,
2022-03-05 17:15:16,2022-03-05 17:16:31,IP Address,100,75,True,2022-03-05 17:16:31,R_cGuDMAkYy3l09k5,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,33,Male,,Yes,Yes,40,,1988,2,medium,
2022-03-05 17:14:06,2022-03-05 17:16:36,IP Address,100,149,True,2022-03-05 17:16:36,R_9BmdbZRCkS8D0AN,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,39,Female,,No,Yes,,25,1982,1,,low
2022-03-05 17:15:12,2022-03-05 17:16:44,IP Address,100,92,True,2022-03-05 17:16:44,R_28J8y8DRysjk9ru,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,19,Female,,Yes,Yes,,70,2002,1,,medium
2022-03-05 17:14:26,2022-03-05 17:16:50,IP Address,100,143,True,2022-03-05 17:16:50,R_31Mp6ZICFndf6z6,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,50,Female,,Yes,Yes,,90,1971,1,,high
2022-03-05 17:16:00,2022-03-05 17:16:52,IP Address,100,51,True,2022-03-05 17:16:52,R_d4skJAN5es39hbr,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,25,Female,,Yes,Yes,50,,1996,2,medium,
2022-03-05 17:15:05,2022-03-05 17:16:54,IP Address,100,109,True,2022-03-05 17:16:55,R_1Crlt50YX5NoHMg,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,30,Female,,Yes,Yes,75,,1991,2,high,
2022-03-05 17:14:19,2022-03-05 17:17:05,IP Address,100,165,True,2022-03-05 17:17:05,R_1dAgcyZf3UuMepU,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,28,Female,,No,Yes,30,,1993,2,low,
2022-03-05 17:15:07,2022-03-05 17:17:05,IP Address,100,118,True,2022-03-05 17:17:05,R_3lVvvssAgYEL3I3,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,19,Female,,Yes,Yes,,90,2002,1,,high
2022-03-05 17:14:55,2022-03-05 17:17:11,IP Address,100,135,True,2022-03-05 17:17:11,R_vvjWc9wpALn3zZD,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,23,Prefer not to say,,Yes,Yes,,50,1998,1,,medium
2022-03-05 17:15:48,2022-03-05 17:17:14,IP Address,100,85,True,2022-03-05 17:17:14,R_2sZvQtkZrC3NGH5,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,56,Female,,Yes,Yes,,10,1965,1,,very low
2022-03-05 17:15:44,2022-03-05 17:17:15,IP Address,100,90,True,2022-03-05 17:17:15,R_232buxgscPJ7hUq,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,32,Female,,Yes,Yes,60,,1989,2,medium,
2022-03-05 17:11:59,2022-03-05 17:17:30,IP Address,100,330,True,2022-03-05 17:17:30,R_UtoO9BEg2zCbbl7,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,22,Male,,Yes,Yes,20,,1999,2,low,
2022-03-05 17:16:01,2022-03-05 17:17:36,IP Address,100,94,True,2022-03-05 17:17:36,R_2Et1oJcyBboWXTv,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,23,Female,,Yes,Yes,,80,1998,1,,high
2022-03-05 17:14:40,2022-03-05 17:17:39,IP Address,100,179,True,2022-03-05 17:17:39,R_qDbGmdpC8IXXzr3,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,28,Female,,No,Yes,30,,1993,2,low,
2022-03-05 17:14:52,2022-03-05 17:17:40,IP Address,100,167,True,2022-03-05 17:17:40,R_XuDVxeBtHx37ZTj,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,42,Male,,Yes,Yes,,20,1979,1,,low
2022-03-05 17:16:11,2022-03-05 17:17:42,IP Address,100,91,True,2022-03-05 17:17:42,R_2xLuAiDI5zk8uDa,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,34,Female,,Yes,Yes,,25,1987,1,,low
2022-03-05 17:14:48,2022-03-05 17:17:48,IP Address,100,179,True,2022-03-05 17:17:48,R_27eB74hOqxE2M2i,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,31,Female,,No,Yes,90,,1991,2,high,
2022-03-05 17:16:18,2022-03-05 17:17:54,IP Address,100,95,True,2022-03-05 17:17:55,R_3e1Yw09BSkjVXMT,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,41,Prefer to self-describe as,Non-binary,Yes,Yes,90,,1980,2,high,
2022-03-05 17:15:41,2022-03-05 17:18:05,IP Address,100,144,True,2022-03-05 17:18:06,R_2QWYGffFIj4nLGY,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,19,Male,,Yes,Yes,25,,2003,2,low,
2022-03-05 17:16:49,2022-03-05 17:18:22,IP Address,100,92,True,2022-03-05 17:18:22,R_2BlL6qMYPT8zJ1C,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,42,Male,,Yes,Yes,60,,1980,2,medium,
2022-03-05 17:16:37,2022-03-05 17:18:28,IP Address,100,111,True,2022-03-05 17:18:28,R_3PCalnUHRSQvW5b,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,26,Male,,Yes,Yes,,50,1995,1,,medium
2022-03-05 17:13:02,2022-03-05 17:18:28,IP Address,100,325,True,2022-03-05 17:18:28,R_8rhVSNcMLnBqeZj,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,30,Female,,Yes,Yes,,50,1992,1,,medium
2022-03-05 17:16:36,2022-03-05 17:18:32,IP Address,100,115,True,2022-03-05 17:18:32,R_1jg1TOmMlv0TGr2,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,42,Female,,Yes,Yes,85,,1979,2,high,
2022-03-05 17:16:52,2022-03-05 17:18:41,IP Address,100,108,True,2022-03-05 17:18:41,R_3G6w5G9kvqo66BM,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,56,Female,,Yes,Yes,20,,1965,2,low,
2022-03-05 17:16:40,2022-03-05 17:18:50,IP Address,100,130,True,2022-03-05 17:18:50,R_3MiL8Wm50KSItXc,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,25,Female,,Yes,Yes,,20,1997,1,,low
2022-03-05 17:16:02,2022-03-05 17:19:09,IP Address,100,187,True,2022-03-05 17:19:10,R_33xwsS5XL3IXxMh,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,34,Female,,Yes,Yes,,60,1987,1,,very low
2022-03-05 17:18:17,2022-03-05 17:21:27,IP Address,100,190,True,2022-03-05 17:21:28,R_1FAdGL0bbuoKL0B,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,37,Female,,Yes,Yes,,85,1984,1,,high
2022-03-05 17:19:26,2022-03-05 17:22:36,IP Address,100,189,True,2022-03-05 17:22:36,R_DU0LOxWNYDYdGAp,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,33,Female,,Yes,Yes,75,,1988,2,very low,
2022-03-05 17:37:18,2022-03-05 17:49:25,IP Address,100,727,True,2022-03-05 17:49:25,R_2rBkSC1OPdkAJLr,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,29,Female,,Yes,Yes,85,,1992,2,high,
